"id_caixa";"tipo_caixa";"titulo";"valor";"id_colaborador";"idcliente";"data_caixa"
"325";"DEB";NULL;"164.60";"4";"346";"2018-08-09 00:00:00"
"326";"DEB";NULL;"202.40";"3";"49";"2018-08-09 00:00:00"
"327";"DIN";NULL;"100.00";"3";"366";"2018-08-09 00:00:00"
"328";"DIN";NULL;"100.00";"4";"224";"2018-08-09 00:00:00"
"329";"DIN";NULL;"150.00";"4";"319";"2018-08-09 00:00:00"
"330";"DEB";NULL;"92.10";"4";"113";"2018-08-09 00:00:00"
"331";"DIN";NULL;"150.00";"4";"320";"2018-08-09 00:00:00"
"332";"DIN";NULL;"150.00";"4";"407";"2018-08-09 00:00:00"
"333";"ABERTURA CAIXA";NULL;"700.00";"3";NULL;"2018-08-10 00:00:00"
"334";"DEB";NULL;"200.00";"3";"165";"2018-08-10 00:00:00"
"335";"DIN";NULL;"200.00";"3";"311";"2018-08-10 00:00:00"
"336";"DIN";NULL;"60.00";"3";"396";"2018-08-10 00:00:00"
"337";"DIN";NULL;"200.00";"3";"264";"2018-08-10 00:00:00"
"338";"DIN";NULL;"200.00";"3";"337";"2018-08-10 00:00:00"
"339";"DIN";NULL;"39.90";"3";"352";"2018-08-10 00:00:00"
"340";"DIN";NULL;"50.00";"3";"104";"2018-08-10 00:00:00"
"341";"DIN";"4671780";"250.00";"3";"198";"2018-08-10 00:00:00"
"342";"DIN";NULL;"82.00";"3";"457";"2018-08-10 00:00:00"
"343";"SANGRIA";NULL;"1781.90";"3";NULL;"2018-08-10 00:00:00"
"344";"DIN";NULL;"288.90";"4";"133";"2018-08-10 00:00:00"
"345";"DIN";NULL;"42.00";"3";"127";"2018-08-10 00:00:00"
"346";"SANGRIA";NULL;"330.90";"4";NULL;"2018-08-10 00:00:00"
"347";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-08-11 00:00:00"
"348";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-08-11 00:00:00"
"349";"DIN";NULL;"39.90";"4";"444";"2018-08-11 00:00:00"
"350";"DIN";NULL;"29.80";"4";"451";"2018-08-11 00:00:00"
"351";"DEB";NULL;"70.00";"4";"114";"2018-08-11 00:00:00"
"352";"DEB";NULL;"100.00";"3";"296";"2018-08-11 00:00:00"
"353";"DEB";"A069C0E";"100.00";"3";"130";"2018-08-11 00:00:00"
"354";"DEB";"B5F25F9";"89.90";"4";"473";"2018-08-11 00:00:00"
"355";"DEB";NULL;"30.00";"3";"187";"2018-08-11 00:00:00"
"356";"DIN";"536FBA1";"36.00";"3";"292";"2018-08-11 00:00:00"
"357";"CRE";"DA159FE";"184.80";"4";"44";"2018-08-11 00:00:00"
"358";"DIN";NULL;"100.00";"3";"191";"2018-08-11 00:00:00"
"359";"DIN";NULL;"100.00";"3";"80";"2018-08-11 00:00:00"
"360";"DIN";NULL;"90.00";"3";"455";"2018-08-11 00:00:00"
"361";"DIN";NULL;"100.00";"4";"390";"2018-08-11 00:00:00"
"362";"DIN";NULL;"150.00";"4";"152";"2018-08-11 00:00:00"
"363";"DIN";NULL;"100.00";"4";"153";"2018-08-11 00:00:00"
"364";"SANGRIA";NULL;"745.70";"4";NULL;"2018-08-11 00:00:00"
"365";"DIN";NULL;"100.00";"4";"94";"2018-08-11 00:00:00"
"366";"CRE";"D09257A";"159.80";"0";"0";"2018-08-11 00:00:00"
"367";"CRE";"9F04F97";"159.80";"4";"108";"2018-08-11 00:00:00"
"368";"DIN";NULL;"80.00";"4";"148";"2018-08-11 00:00:00"
"369";"DIN";NULL;"244.20";"4";"467";"2018-08-11 00:00:00"
"370";"SANGRIA";NULL;"424.20 ";"4";NULL;"2018-08-11 00:00:00"
"371";"DIN";"91966C8";"105.00";"3";"474";"2018-08-11 00:00:00"
"372";"DIN";"FC79CC8";"39.90";"3";"475";"2018-08-11 00:00:00"
"373";"SANGRIA";NULL;"144.90";"3";NULL;"2018-08-11 00:00:00"
"374";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-13 00:00:00"
"375";"DIN";NULL;"200.00";"4";"170";"2018-08-13 00:00:00"
"376";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-14 00:00:00"
"377";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-14 00:00:00"
"378";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-14 00:00:00"
"379";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-14 00:00:00"
"380";"CRE";"6BC719E";"89.90";"4";"476";"2018-08-14 00:00:00"
"381";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-15 00:00:00"
"382";"DIN";NULL;"290.00";"3";"285";"2018-08-15 00:00:00"
"383";"DIN";NULL;"100.00";"3";"6";"2018-08-15 00:00:00"
"384";"DIN";"A5ABED3";"49.90";"3";"476";"2018-08-15 00:00:00"
"385";"SANGRIA";NULL;"439.90";"3";NULL;"2018-08-15 00:00:00"
"386";"DIN";NULL;"100.00";"4";"85";"2018-08-15 00:00:00"
"387";"DIN";NULL;"60.00";"3";"178";"2018-08-15 00:00:00"
"388";"DIN";NULL;"100.00";"3";"183";"2018-08-15 00:00:00"
"389";"SANGRIA";NULL;"260.00";"3";NULL;"2018-08-15 00:00:00"
"390";"SANGRIA";NULL;"260.00";"3";NULL;"2018-08-15 00:00:00"
"391";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-20 00:00:00"
"392";"DEB";NULL;"265.40";"4";"124";"2018-08-20 00:00:00"
"393";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-21 00:00:00"
"394";"DIN";NULL;"49.00";"3";"299";"2018-08-21 00:00:00"
"395";"DIN";NULL;"61.40";"3";"101";"2018-08-21 00:00:00"
"396";"DEB";NULL;"406.00";"3";"380";"2018-08-21 00:00:00"
"397";"DIN";NULL;"200.00";"3";"82";"2018-08-21 00:00:00"
"398";"DIN";NULL;"100.00";"4";"412";"2018-08-21 00:00:00"
"399";"SANGRIA";NULL;" 410.40";"4";NULL;"2018-08-21 00:00:00"
"400";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-22 00:00:00"
"401";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-08-23 00:00:00"
"402";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-08-16 00:00:00"
"403";"DIN";NULL;"100.00";"4";"256";"2018-08-16 00:00:00"
"404";"DIN";NULL;"100.00";"4";"310";"2018-08-23 00:00:00"
"405";"DEB";NULL;"150.00";"3";"181";"2018-08-16 00:00:00"
"406";"DEB";"0CD1527";"149.80";"3";"307";"2018-08-16 00:00:00"
"407";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-08-24 00:00:00"
"408";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-17 00:00:00"
"409";"DIN";NULL;"100.00";"3";"305";"2018-08-17 00:00:00"
"410";"DEB";NULL;"150.00";"3";"313";"2018-08-17 00:00:00"
"411";"DIN";NULL;"150.00";"3";"393";"2018-08-17 00:00:00"
"412";"DIN";NULL;"185.60";"3";"92";"2018-08-17 00:00:00"
"413";"DIN";NULL;"200.00";"3";"30";"2018-08-17 00:00:00"
"414";"DEB";NULL;"239.60";"3";"345";"2018-08-17 00:00:00"
"415";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-18 00:00:00"
"416";"DIN";NULL;"100.00";"3";"341";"2018-08-18 00:00:00"
"417";"DIN";NULL;"100.00";"3";"340";"2018-08-18 00:00:00"
"418";"DIN";NULL;"60.00";"3";"8";"2018-08-18 00:00:00"
"419";"DIN";NULL;"169.80";"3";"46";"2018-08-18 00:00:00"
"420";"DEB";"E55E8A9";"50.00";"3";"439";"2018-08-18 00:00:00"
"421";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-03-20 00:00:00"
"422";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-03-20 00:00:00"
"423";"DIN";NULL;"89.90";"3";"341";"2018-08-24 00:00:00"
"424";"DIN";NULL;"69.90";"3";"51";"2018-08-24 00:00:00"
"425";"DIN";NULL;"39.90";"3";"160";"2018-08-24 00:00:00"
"426";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-03-27 00:00:00"
"427";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-03-27 00:00:00"
"428";"DEB";NULL;"100.00";"3";"111";"2018-08-24 00:00:00"
"429";"SANGRIA";NULL;"199.70";"4";NULL;"2018-08-24 00:00:00"
"430";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-08-25 00:00:00"
"431";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-27 00:00:00"
"432";"DIN";NULL;"100.00";"3";"378";"2018-08-27 00:00:00"
"433";"DIN";NULL;"100.00";"3";"226";"2018-08-27 00:00:00"
"434";"DIN";NULL;"54.90";"3";"226";"2018-08-27 00:00:00"
"435";"DIN";NULL;"170.00";"4";"194";"2018-08-27 00:00:00"
"436";"DIN";NULL;"50.00";"4";"354";"2018-08-27 00:00:00"
"437";"SANGRIA";NULL;"474.90";"4";NULL;"2018-08-27 00:00:00"
"438";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-08-28 00:00:00"
"439";"DIN";NULL;"39.90";"4";"198";"2018-08-28 00:00:00"
"440";"DIN";NULL;"70.00";"4";"237";"2018-08-28 00:00:00"
"441";"DEB";NULL;"22.80";"4";"396";"2018-08-28 00:00:00"
"442";"DIN";NULL;"125.00";"4";"335";"2018-08-28 00:00:00"
"443";"SANGRIA";NULL;"234.90";"4";NULL;"2018-08-28 00:00:00"
"444";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-29 00:00:00"
"445";"DIN";NULL;"350.00";"3";"11";"2018-08-29 00:00:00"
"446";"DEB";"BBFBF67";"132.00";"3";"465";"2018-08-29 00:00:00"
"447";"DIN";NULL;"89.90";"3";"451";"2018-08-29 00:00:00"
"448";"DIN";NULL;"344.70";"3";"164";"2018-08-29 00:00:00"
"449";"DIN";NULL;"100.00";"4";"463";"2018-08-29 00:00:00"
"450";"DIN";"3BE2DDA";"50.00";"3";"280";"2018-08-29 00:00:00"
"451";"SANGRIA";NULL;"934.60";"3";NULL;"2018-08-29 00:00:00"
"452";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-30 00:00:00"
"453";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-08-31 00:00:00"
"454";"CRE";"10A2FAF";"229.70";"4";"481";"2018-08-31 00:00:00"
"455";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-01 00:00:00"
"456";"DIN";NULL;"165.00";"4";"86";"2018-09-01 00:00:00"
"457";"DIN";NULL;"50.00";"4";"345";"2018-09-01 00:00:00"
"458";"DIN";"5CCF9B4";"30.00";"4";"86";"2018-09-01 00:00:00"
"459";"SANGRIA";NULL;"254.00";"4";NULL;"2018-09-01 00:00:00"
"460";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-03 00:00:00"
"461";"DIN";NULL;"150.00";"4";"470";"2018-09-03 00:00:00"
"462";"DEB";NULL;"300.00";"3";"6";"2018-09-03 00:00:00"
"463";"DEB";NULL;"130.00";"3";"449";"2018-09-03 00:00:00"
"464";"DEB";NULL;"70.00";"3";"111";"2018-09-03 00:00:00"
"465";"ABERTURA CAIXA";NULL;"350.00";"4";NULL;"2018-09-04 00:00:00"
"466";"DIN";"55B6285";"159.60";"4";"483";"2018-09-04 00:00:00"
"467";"DIN";NULL;"120.00";"4";"316";"2018-09-04 00:00:00"
"468";"DIN";NULL;"459.40";"4";"125";"2018-09-04 00:00:00"
"469";"DEB";NULL;"300.00";"4";"348";"2018-09-04 00:00:00"
"470";"SANGRIA";NULL;"1089.00";"4";NULL;"2018-09-04 00:00:00"
"471";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-05 00:00:00"
"472";"DIN";"CB7A007";"380.00";"4";"484";"2018-09-05 00:00:00"
"473";"SANGRIA";NULL;"380.00";"4";NULL;"2018-09-05 00:00:00"
"474";"DIN";NULL;"43.00";"3";"191";"2018-09-05 00:00:00"
"475";"SANGRIA";NULL;"43.00";"3";NULL;"2018-09-05 00:00:00"
"476";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-06 00:00:00"
"477";"DIN";"3D967F2";"109.80";"3";"485";"2018-09-06 00:00:00"
"478";"DEB";NULL;"150.00";"3";"33";"2018-09-06 00:00:00"
"479";"SANGRIA";NULL;"109.80";"4";NULL;"2018-09-06 00:00:00"
"480";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-08 00:00:00"
"481";"DIN";NULL;"100.00";"4";"287";"2018-09-08 00:00:00"
"482";"DIN";NULL;"100.00";"4";"298";"2018-09-08 00:00:00"
"483";"DIN";NULL;"209.60";"4";"291";"2018-09-08 00:00:00"
"484";"DEB";NULL;"350.00";"4";"472";"2018-09-08 00:00:00"
"485";"DIN";NULL;"200.00";"4";"467";"2018-09-08 00:00:00"
"486";"DIN";NULL;"200.00";"4";"164";"2018-09-08 00:00:00"
"487";"SANGRIA";NULL;"809.60";"4";NULL;"2018-09-08 00:00:00"
"488";"DIN";"26F6BC5";"50.00";"4";"130";"2018-09-08 00:00:00"
"489";"DIN";"DD682F9";"50.00";"4";"130";"2018-09-08 00:00:00"
"490";"DIN";NULL;"100.00";"4";"160";"2018-09-08 00:00:00"
"491";"DIN";NULL;"39.90";"4";"113";"2018-09-08 00:00:00"
"492";"DIN";NULL;"100.00";"4";"234";"2018-09-08 00:00:00"
"493";"DIN";NULL;"150.00";"4";"260";"2018-09-08 00:00:00"
"494";"SANGRIA";NULL;"489.90";"4";NULL;"2018-09-08 00:00:00"
"495";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-10 00:00:00"
"496";"DIN";NULL;"100.00";"3";"175";"2018-09-10 00:00:00"
"497";"DEB";NULL;"200.00";"3";"415";"2018-09-10 00:00:00"
"498";"DEB";NULL;"149.40";"3";"296";"2018-09-10 00:00:00"
"499";"DIN";NULL;"150.00";"3";"49";"2018-09-10 00:00:00"
"500";"DIN";NULL;"90.00";"3";"455";"2018-09-10 00:00:00"
"501";"DEB";NULL;"200.00";"4";"460";"2018-09-10 00:00:00"
"502";"DIN";NULL;"100.00";"4";"272";"2018-09-10 00:00:00"
"503";"DIN";NULL;"156.00";"4";"163";"2018-09-10 00:00:00"
"504";"DIN";NULL;"69.90";"4";"372";"2018-09-10 00:00:00"
"505";"DEB";"D028893";"159.60";"4";"487";"2018-09-10 00:00:00"
"506";"SANGRIA";NULL;"R$ 665.90";"4";NULL;"2018-09-10 00:00:00"
"507";"SANGRIA";NULL;" 665.90";"4";NULL;"2018-09-10 00:00:00"
"508";"DIN";NULL;"134.70";"3";"95";"2018-09-10 00:00:00"
"509";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-11 00:00:00"
"510";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-11 00:00:00"
"511";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-11 00:00:00"
"512";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-11 00:00:00"
"513";"DIN";NULL;"24.80";"3";"300";"2018-09-11 00:00:00"
"514";"DIN";NULL;"250.00";"3";"429";"2018-09-11 00:00:00"
"515";"DIN";NULL;"200.00";"3";"138";"2018-09-11 00:00:00"
"516";"CRE";NULL;"358.40";"3";"5";"2018-09-11 00:00:00"
"517";"DIN";NULL;"80.00";"3";"457";"2018-09-11 00:00:00"
"518";"DIN";NULL;"200.00";"4";"105";"2018-09-11 00:00:00"
"519";"ABERTURA CAIXA";NULL;"754.80";"4";NULL;"2018-09-12 00:00:00"
"520";"DIN";NULL;"50.00";"4";"162";"2018-09-12 00:00:00"
"521";"DIN";NULL;"50.00";"4";"162";"2018-09-12 00:00:00"
"522";"DIN";NULL;"120.00";"4";"315";"2018-09-12 00:00:00"
"523";"DIN";NULL;"100.00";"4";"311";"2018-09-12 00:00:00"
"524";"DIN";NULL;"150.00";"4";"133";"2018-09-12 00:00:00"
"525";"DEB";NULL;"100.00";"4";"299";"2018-09-12 00:00:00"
"526";"DEB";NULL;"100.00";"4";"300";"2018-09-12 00:00:00"
"527";"DEB";NULL;"99.80";"4";"197";"2018-09-12 00:00:00"
"528";"DEB";NULL;"100.00";"4";"366";"2018-09-12 00:00:00"
"529";"DIN";"985C2A9";"200.00";"4";"488";"2018-09-12 00:00:00"
"530";"DEB";NULL;"200.00";"4";"11";"2018-09-12 00:00:00"
"531";"SANGRIA";NULL;"1424.80";"4";NULL;"2018-09-12 00:00:00"
"532";"SANGRIA";NULL;"1424.80";"4";NULL;"2018-09-12 00:00:00"
"533";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-13 00:00:00"
"534";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-14 00:00:00"
"535";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-14 00:00:00"
"536";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-14 00:00:00"
"537";"DEB";NULL;"129.80";"4";"23";"2018-09-14 00:00:00"
"538";"DEB";NULL;"500.00";"4";"165";"2018-09-14 00:00:00"
"539";"DEB";NULL;"150.00";"4";"181";"2018-09-14 00:00:00"
"540";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-15 00:00:00"
"541";"DIN";NULL;"101.00";"4";"341";"2018-09-15 00:00:00"
"542";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-17 00:00:00"
"543";"DEB";NULL;"200.00";"3";"166";"2018-09-17 00:00:00"
"544";"DIN";NULL;"100.00";"3";"314";"2018-09-17 00:00:00"
"545";"DIN";NULL;"370.00";"3";"224";"2018-09-17 00:00:00"
"546";"DIN";NULL;"120.00";"4";"205";"2018-09-17 00:00:00"
"547";"DIN";NULL;"100.00";"4";"477";"2018-09-17 00:00:00"
"548";"DEB";"9415BA3";"95.00";"4";"394";"2018-09-17 00:00:00"
"549";"SANGRIA";NULL;"470.00";"4";NULL;"2018-09-17 00:00:00"
"550";"ABERTURA CAIXA";NULL;"220.00";"3";NULL;"2018-09-18 00:00:00"
"551";"DIN";NULL;"100.00";"3";"182";"2018-09-18 00:00:00"
"552";"DEB";NULL;"225.70";"3";"348";"2018-09-18 00:00:00"
"553";"DIN";NULL;"150.00";"4";"129";"2018-09-18 00:00:00"
"554";"SANGRIA";NULL;"470.00";"4";NULL;"2018-09-18 00:00:00"
"555";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-19 00:00:00"
"556";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-19 00:00:00"
"557";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-19 00:00:00"
"558";"DIN";NULL;"100.00";"3";"305";"2018-09-19 00:00:00"
"559";"DIN";NULL;"100.00";"3";"180";"2018-09-19 00:00:00"
"560";"DIN";NULL;"150.00";"3";"201";"2018-09-19 00:00:00"
"561";"DEB";NULL;"200.00";"4";"319";"2018-09-19 00:00:00"
"562";"DIN";NULL;"1000.00";"4";"304";"2018-09-19 00:00:00"
"563";"SANGRIA";NULL;"1350.00";"4";NULL;"2018-09-19 00:00:00"
"564";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-20 00:00:00"
"565";"DIN";NULL;"200.00";"3";"87";"2018-09-20 00:00:00"
"566";"SANGRIA";NULL;"200.00";"3";NULL;"2018-09-20 00:00:00"
"567";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-21 00:00:00"
"568";"DIN";NULL;"100.00";"4";"256";"2018-09-21 00:00:00"
"569";"DIN";NULL;"50.00";"4";"378";"2018-09-21 00:00:00"
"570";"DIN";NULL;"100.00";"4";"288";"2018-09-21 00:00:00"
"571";"DEB";NULL;"200.00";"4";"82";"2018-09-21 00:00:00"
"572";"DIN";NULL;"9.90";"3";"349";"2018-09-21 00:00:00"
"573";"DIN";NULL;"39.90";"3";"222";"2018-09-21 00:00:00"
"574";"DIN";NULL;"100.00";"3";"281";"2018-09-21 00:00:00"
"575";"DEB";NULL;"270.00";"3";"164";"2018-09-21 00:00:00"
"576";"DEB";NULL;"39.60";"3";"300";"2018-09-21 00:00:00"
"577";"DEB";NULL;"39.90";"3";"396";"2018-09-21 00:00:00"
"578";"DIN";NULL;"99.70";"4";"303";"2018-09-21 00:00:00"
"579";"DIN";NULL;"100.00";"4";"170";"2018-09-21 00:00:00"
"580";"DIN";NULL;"150.00";"4";"349";"2018-09-21 00:00:00"
"581";"DIN";NULL;"25.00";"3";"197";"2018-09-21 00:00:00"
"582";"DIN";NULL;"49.90";"3";"320";"2018-09-21 00:00:00"
"583";"DEB";NULL;"170.00";"3";"320";"2018-09-21 00:00:00"
"584";"DIN";NULL;"150.00";"3";"407";"2018-09-21 00:00:00"
"585";"SANGRIA";NULL;"974.40";"3";NULL;"2018-09-21 00:00:00"
"586";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-22 00:00:00"
"587";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-22 00:00:00"
"588";"DIN";NULL;"150.00";"4";"462";"2018-09-22 00:00:00"
"589";"SANGRIA";NULL;"150.00";"4";NULL;"2018-09-22 00:00:00"
"590";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-24 00:00:00"
"591";"DIN";NULL;"100.00";"4";"226";"2018-09-24 00:00:00"
"592";"DIN";NULL;"100.00";"4";"194";"2018-09-24 00:00:00"
"593";"DIN";NULL;"100.00";"4";"341";"2018-09-24 00:00:00"
"594";"DIN";NULL;"100.00";"4";"412";"2018-09-24 00:00:00"
"595";"DIN";NULL;"100.00";"4";"463";"2018-09-24 00:00:00"
"596";"SANGRIA";NULL;"500.00";"3";NULL;"2018-09-24 00:00:00"
"597";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-09-25 00:00:00"
"598";"DIN";NULL;"42.00";"3";"197";"2018-09-25 00:00:00"
"599";"DIN";NULL;"25.00";"3";"191";"2018-09-25 00:00:00"
"600";"DIN";NULL;"200.00";"3";"312";"2018-09-25 00:00:00"
"601";"DIN";NULL;"150.00";"3";"152";"2018-09-25 00:00:00"
"602";"DIN";NULL;"100.00";"4";"21";"2018-09-25 00:00:00"
"603";"SANGRIA";NULL;"517.00";"4";NULL;"2018-09-25 00:00:00"
"604";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-26 00:00:00"
"605";"CRE";"AED22B8";"89.90";"4";"489";"2018-09-26 00:00:00"
"606";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-27 00:00:00"
"607";"DIN";NULL;"100.00";"3";"148";"2018-09-27 00:00:00"
"608";"DIN";NULL;"100.00";"3";"310";"2018-09-27 00:00:00"
"609";"SANGRIA";NULL;"200.00";"4";NULL;"2018-09-27 00:00:00"
"610";"DIN";NULL;"16.90";"3";"354";"2018-09-27 00:00:00"
"611";"DIN";NULL;"200.00";"4";"128";"2018-09-27 00:00:00"
"612";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-28 00:00:00"
"613";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-09-29 00:00:00"
"614";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-10-02 00:00:00"
"615";"DIN";NULL;"30.00";"4";"451";"2018-10-02 00:00:00"
"616";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-10-03 00:00:00"
"617";"DEB";NULL;"52.90";"4";"320";"2018-10-03 00:00:00"
"618";"DIN";NULL;"81.00";"4";"287";"2018-10-03 00:00:00"
"619";"DIN";NULL;"92.40";"4";"311";"2018-10-03 00:00:00"
"620";"DIN";NULL;"80.00";"4";"111";"2018-10-03 00:00:00"
"621";"EXTORNO";"B7CFF36";"80";"3";NULL;"2018-10-03 00:00:00"
"622";"EXTORNO";"357CDDF";"80";"3";NULL;"2018-10-03 00:00:00"
"623";"DIN";NULL;"109.00";"3";"347";"2018-10-03 00:00:00"
"624";"SANGRIA";NULL;"30.00";"3";NULL;"2018-10-02 00:00:00"
"625";"SANGRIA";NULL;"362.40";"3";NULL;"2018-10-03 00:00:00"
"626";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-10-04 00:00:00"
"627";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-10-04 00:00:00"
"628";"DEB";NULL;"120.00";"3";"106";"2018-10-04 00:00:00"
"629";"DIN";NULL;"63.00";"3";"354";"2018-10-04 00:00:00"
"630";"DEB";NULL;"120";"4";"106";"2018-10-04 00:00:00"
"631";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-10-05 00:00:00"
"632";"DEB";NULL;"36.90";"3";"479";"2018-10-05 00:00:00"
"633";"DIN";NULL;"150.00";"3";"87";"2018-10-05 00:00:00"
"634";"DIN";NULL;"150.00";"3";"129";"2018-10-05 00:00:00"
"635";"EXTORNO";"546E5F0";"77.8";"3";NULL;"2018-10-05 00:00:00"
"636";"DIN";NULL;"111.60";"3";"205";"2018-10-05 00:00:00"
"637";"SANGRIA";NULL;"400.00";"4";NULL;"2018-10-05 00:00:00"
"638";"DEB";NULL;"200.00";"3";"33";"2018-10-05 00:00:00"
"639";"DEB";NULL;"145.60";"3";"346";"2018-10-05 00:00:00"
"640";"SANGRIA";NULL;"11.60";"3";NULL;"2018-10-05 00:00:00"
"641";"SANGRIA";NULL;"11.60";"3";NULL;"2018-10-05 00:00:00"
"642";"ABERTURA CAIXA";NULL;"0.00";"4";NULL;"2018-10-06 00:00:00"
"643";"DIN";NULL;"179.30";"4";"94";"2018-10-06 00:00:00"
"644";"DEB";NULL;"30.00";"3";"472";"2018-10-06 00:00:00"
"645";"ABERTURA CAIXA";NULL;"0.00";"3";NULL;"2018-10-08 00:00:00"
