"id_log";"usuario";"data"
"540";"3";"2018-08-29 14:08:00"
"541";"3";"2018-08-29 14:08:00"
"542";"3";"2018-08-29 14:08:00"
"543";"3";"2018-08-29 14:08:00"
"544";"3";"2018-08-29 14:08:00"
"545";"3";"2018-08-29 14:08:00"
"546";"3";"2018-08-29 14:08:00"
"547";"3";"2018-08-29 14:08:00"
"548";"3";"2018-08-29 14:08:00"
"549";"3";"2018-08-29 14:08:00"
"550";"3";"2018-08-29 14:08:00"
"551";"3";"2018-08-29 14:08:00"
"552";"3";"2018-08-29 14:08:00"
"553";"3";"2018-08-29 14:08:00"
"554";"3";"2018-08-29 14:08:00"
"555";"3";"2018-08-29 14:08:00"
"556";"3";"2018-08-29 14:08:00"
"557";"3";"2018-08-29 14:08:00"
"558";"3";"2018-08-29 14:08:00"
"559";"3";"2018-08-29 14:08:00"
"560";"3";"2018-08-29 14:08:00"
"561";"3";"2018-08-29 14:08:00"
"562";"3";"2018-08-29 14:08:00"
"563";"3";"2018-08-29 14:08:00"
"564";"3";"2018-08-29 14:08:00"
"565";"3";"2018-08-29 14:08:00"
"566";"3";"2018-08-29 14:08:00"
"567";"3";"2018-08-29 14:08:00"
"568";"4";"2018-08-29 14:08:00"
"569";"4";"2018-08-29 14:08:00"
"570";"4";"2018-08-29 14:08:00"
"571";"4";"2018-08-29 14:08:00"
"572";"4";"2018-08-29 14:08:00"
"573";"4";"2018-08-29 14:08:00"
"574";"4";"2018-08-29 14:08:00"
"575";"4";"2018-08-29 14:08:00"
"576";"4";"2018-08-29 14:08:00"
"577";"4";"2018-08-29 14:08:00"
"578";"4";"2018-08-29 14:08:00"
"579";"4";"2018-08-29 14:08:00"
"580";"4";"2018-08-29 14:08:00"
"581";"4";"2018-08-29 14:08:00"
"582";"4";"2018-08-29 14:08:00"
"583";"4";"2018-08-29 14:08:00"
"584";"4";"2018-08-29 14:08:00"
"585";"4";"2018-08-29 14:08:00"
"586";"4";"2018-08-29 14:08:00"
"587";"4";"2018-08-29 17:08:00"
"588";"4";"2018-08-29 17:08:00"
"589";"4";"2018-08-29 17:08:00"
"590";"4";"2018-08-29 17:08:00"
"591";"4";"2018-08-29 17:08:00"
"592";"3";"2018-08-29 18:08:00"
"593";"3";"2018-08-29 18:08:00"
"594";"3";"2018-08-29 18:08:00"
"595";"3";"2018-08-29 18:08:00"
"596";"3";"2018-08-29 18:08:00"
"597";"3";"2018-08-29 18:08:00"
"598";"3";"2018-08-29 18:08:00"
"599";"3";"2018-08-29 18:08:00"
"600";"3";"2018-08-29 18:08:00"
"601";"3";"2018-08-29 18:08:00"
"602";"4";"2018-08-30 14:08:00"
"603";"4";"2018-08-30 14:08:00"
"604";"4";"2018-08-30 14:08:00"
"605";"4";"2018-08-30 14:08:00"
"606";"3";"2018-08-30 17:08:00"
"607";"3";"2018-08-30 17:08:00"
"608";"3";"2018-08-30 17:08:00"
"609";"3";"2018-08-30 17:08:00"
"610";"3";"2018-08-30 17:08:00"
"611";"3";"2018-08-30 17:08:00"
"612";"3";"2018-08-30 17:08:00"
"613";"3";"2018-08-30 17:08:00"
"614";"3";"2018-08-30 17:08:00"
"615";"3";"2018-08-30 17:08:00"
"616";"3";"2018-08-30 17:08:00"
"617";"3";"2018-08-30 17:08:00"
"618";"4";"2018-08-30 18:08:00"
"619";"3";"2018-08-31 12:08:00"
"620";"3";"2018-08-31 12:08:00"
"621";"3";"2018-08-31 12:08:00"
"622";"3";"2018-08-31 12:08:00"
"623";"3";"2018-08-31 12:08:00"
"624";"3";"2018-08-31 12:08:00"
"625";"3";"2018-08-31 12:08:00"
"626";"3";"2018-08-31 12:08:00"
"627";"3";"2018-08-31 12:08:00"
"628";"3";"2018-08-31 12:08:00"
"629";"3";"2018-08-31 12:08:00"
"630";"3";"2018-08-31 12:08:00"
"631";"3";"2018-08-31 12:08:00"
"632";"3";"2018-08-31 12:08:00"
"633";"3";"2018-08-31 12:08:00"
"634";"3";"2018-08-31 12:08:00"
"635";"3";"2018-08-31 12:08:00"
"636";"3";"2018-08-31 12:08:00"
"637";"3";"2018-08-31 12:08:00"
"638";"3";"2018-08-31 12:08:00"
"639";"3";"2018-08-31 12:08:00"
"640";"3";"2018-08-31 12:08:00"
"641";"3";"2018-08-31 12:08:00"
"642";"3";"2018-08-31 12:08:00"
"643";"3";"2018-08-31 12:08:00"
"644";"3";"2018-08-31 12:08:00"
"645";"3";"2018-08-31 12:08:00"
"646";"3";"2018-08-31 13:08:00"
"647";"3";"2018-08-31 13:08:00"
"648";"3";"2018-08-31 13:08:00"
"649";"3";"2018-08-31 13:08:00"
"650";"3";"2018-08-31 13:08:00"
"651";"3";"2018-08-31 13:08:00"
"652";"3";"2018-08-31 13:08:00"
"653";"3";"2018-08-31 13:08:00"
"654";"3";"2018-08-31 13:08:00"
"655";"3";"2018-08-31 13:08:00"
"656";"3";"2018-08-31 13:08:00"
"657";"3";"2018-08-31 13:08:00"
"658";"3";"2018-08-31 13:08:00"
"659";"3";"2018-08-31 13:08:00"
"660";"3";"2018-08-31 13:08:00"
"661";"3";"2018-08-31 13:08:00"
"662";"4";"2018-08-31 16:08:00"
"663";"4";"2018-08-31 16:08:00"
"664";"4";"2018-08-31 16:08:00"
"665";"4";"2018-08-31 16:08:00"
"666";"4";"2018-08-31 17:08:00"
"667";"4";"2018-08-31 18:08:00"
"668";"4";"2018-08-31 18:08:00"
"669";"4";"2018-08-31 18:08:00"
"670";"4";"2018-08-31 18:08:00"
"671";"4";"2018-08-31 18:08:00"
"672";"4";"2018-08-31 18:08:00"
"673";"4";"2018-08-31 18:08:00"
"674";"4";"2018-08-31 18:08:00"
"675";"4";"2018-08-31 18:08:00"
"676";"4";"2018-08-31 18:08:00"
"677";"4";"2018-08-31 18:08:00"
"678";"4";"2018-08-31 18:08:00"
"679";"4";"2018-08-31 18:08:00"
"680";"4";"2018-08-31 18:08:00"
"681";"4";"2018-08-31 18:08:00"
"682";"4";"2018-08-31 18:08:00"
"683";"4";"2018-09-01 09:09:00"
"684";"4";"2018-09-01 09:09:00"
"685";"4";"2018-09-01 09:09:00"
"686";"4";"2018-09-01 09:09:00"
"687";"4";"2018-09-01 09:09:00"
"688";"4";"2018-09-01 09:09:00"
"689";"4";"2018-09-01 10:09:00"
"690";"4";"2018-09-01 10:09:00"
"691";"4";"2018-09-01 10:09:00"
"692";"4";"2018-09-01 10:09:00"
"693";"4";"2018-09-01 11:09:00"
"694";"4";"2018-09-01 11:09:00"
"695";"4";"2018-09-01 11:09:00"
"696";"4";"2018-09-01 11:09:00"
"697";"4";"2018-09-01 11:09:00"
"698";"4";"2018-09-01 11:09:00"
"699";"4";"2018-09-01 11:09:00"
"700";"4";"2018-09-01 12:09:00"
"701";"4";"2018-09-01 12:09:00"
"702";"4";"2018-09-01 12:09:00"
"703";"4";"2018-09-01 12:09:00"
"704";"4";"2018-09-01 12:09:00"
"705";"4";"2018-09-01 12:09:00"
"706";"4";"2018-09-01 15:09:00"
"707";"4";"2018-09-01 15:09:00"
"708";"4";"2018-09-01 15:09:00"
"709";"4";"2018-09-01 15:09:00"
"710";"4";"2018-09-01 15:09:00"
"711";"4";"2018-09-01 15:09:00"
"712";"4";"2018-09-01 15:09:00"
"713";"4";"2018-09-01 15:09:00"
"714";"4";"2018-09-01 15:09:00"
"715";"4";"2018-09-01 15:09:00"
"716";"4";"2018-09-01 16:09:00"
"717";"4";"2018-09-01 16:09:00"
"718";"4";"2018-09-01 16:09:00"
"719";"4";"2018-09-01 16:09:00"
"720";"4";"2018-09-01 16:09:00"
"721";"4";"2018-09-01 17:09:00"
"722";"4";"2018-09-01 17:09:00"
"723";"3";"2018-09-03 10:09:00"
"724";"3";"2018-09-03 10:09:00"
"725";"3";"2018-09-03 10:09:00"
"726";"3";"2018-09-03 10:09:00"
"727";"3";"2018-09-03 10:09:00"
"728";"3";"2018-09-03 10:09:00"
"729";"3";"2018-09-03 10:09:00"
"730";"3";"2018-09-03 10:09:00"
"731";"3";"2018-09-03 10:09:00"
"732";"3";"2018-09-03 10:09:00"
"733";"3";"2018-09-03 10:09:00"
"734";"3";"2018-09-03 10:09:00"
"735";"3";"2018-09-03 11:09:00"
"736";"3";"2018-09-03 11:09:00"
"737";"3";"2018-09-03 11:09:00"
"738";"3";"2018-09-03 11:09:00"
"739";"3";"2018-09-03 11:09:00"
"740";"3";"2018-09-03 11:09:00"
"741";"3";"2018-09-03 11:09:00"
"742";"3";"2018-09-03 11:09:00"
"743";"3";"2018-09-03 11:09:00"
"744";"3";"2018-09-03 11:09:00"
"745";"3";"2018-09-03 11:09:00"
"746";"3";"2018-09-03 11:09:00"
"747";"3";"2018-09-03 11:09:00"
"748";"3";"2018-09-03 11:09:00"
"749";"3";"2018-09-03 11:09:00"
"750";"3";"2018-09-03 13:09:00"
"751";"3";"2018-09-03 13:09:00"
"752";"3";"2018-09-03 13:09:00"
"753";"3";"2018-09-03 13:09:00"
"754";"3";"2018-09-03 13:09:00"
"755";"3";"2018-09-03 13:09:00"
"756";"3";"2018-09-03 13:09:00"
"757";"3";"2018-09-03 13:09:00"
"758";"3";"2018-09-03 13:09:00"
"759";"3";"2018-09-03 13:09:00"
"760";"3";"2018-09-03 13:09:00"
"761";"3";"2018-09-03 13:09:00"
"762";"3";"2018-09-03 13:09:00"
"763";"3";"2018-09-03 13:09:00"
"764";"3";"2018-09-03 13:09:00"
"765";"3";"2018-09-03 13:09:00"
"766";"3";"2018-09-03 14:09:00"
"767";"3";"2018-09-03 14:09:00"
"768";"3";"2018-09-03 14:09:00"
"769";"4";"2018-09-03 15:09:00"
"770";"4";"2018-09-03 16:09:00"
"771";"4";"2018-09-03 16:09:00"
"772";"4";"2018-09-03 16:09:00"
"773";"4";"2018-09-03 16:09:00"
"774";"4";"2018-09-03 16:09:00"
"775";"4";"2018-09-03 16:09:00"
"776";"4";"2018-09-03 16:09:00"
"777";"4";"2018-09-03 18:09:00"
"778";"4";"2018-09-03 18:09:00"
"779";"4";"2018-09-03 18:09:00"
"780";"4";"2018-09-03 18:09:00"
"781";"4";"2018-09-03 18:09:00"
"782";"4";"2018-09-03 18:09:00"
"783";"4";"2018-09-03 18:09:00"
"784";"3";"2018-09-03 18:09:00"
"785";"3";"2018-09-03 18:09:00"
"786";"3";"2018-09-03 18:09:00"
"787";"3";"2018-09-03 18:09:00"
"788";"3";"2018-09-03 18:09:00"
"789";"3";"2018-09-03 18:09:00"
"790";"3";"2018-09-03 18:09:00"
"791";"3";"2018-09-03 18:09:00"
"792";"3";"2018-09-03 18:09:00"
"793";"3";"2018-09-03 18:09:00"
"794";"3";"2018-09-03 18:09:00"
"795";"3";"2018-09-03 18:09:00"
"796";"3";"2018-09-03 18:09:00"
"797";"3";"2018-09-03 18:09:00"
"798";"3";"2018-09-03 18:09:00"
"799";"3";"2018-09-03 18:09:00"
"800";"3";"2018-09-03 18:09:00"
"801";"4";"2018-09-03 19:09:00"
"802";"4";"2018-09-03 19:09:00"
"803";"4";"2018-09-03 19:09:00"
"804";"4";"2018-09-03 19:09:00"
"805";"4";"2018-09-03 19:09:00"
"806";"4";"2018-09-03 19:09:00"
"807";"4";"2018-09-03 19:09:00"
"808";"4";"2018-09-03 19:09:00"
"809";"4";"2018-09-03 19:09:00"
"810";"4";"2018-09-03 19:09:00"
"811";"4";"2018-09-03 19:09:00"
"812";"4";"2018-09-03 19:09:00"
"813";"4";"2018-09-03 19:09:00"
"814";"4";"2018-09-03 19:09:00"
"815";"4";"2018-09-03 19:09:00"
"816";"4";"2018-09-03 19:09:00"
"817";"3";"2018-09-03 19:09:00"
"818";"4";"2018-09-04 13:09:00"
"819";"4";"2018-09-04 13:09:00"
"820";"4";"2018-09-04 13:09:00"
"821";"4";"2018-09-04 13:09:00"
"822";"4";"2018-09-04 13:09:00"
"823";"4";"2018-09-04 13:09:00"
"824";"4";"2018-09-04 13:09:00"
"825";"4";"2018-09-04 13:09:00"
"826";"4";"2018-09-04 13:09:00"
"827";"4";"2018-09-04 13:09:00"
"828";"4";"2018-09-04 13:09:00"
"829";"4";"2018-09-04 13:09:00"
"830";"4";"2018-09-04 13:09:00"
"831";"4";"2018-09-04 13:09:00"
"832";"4";"2018-09-04 13:09:00"
"833";"4";"2018-09-04 15:09:00"
"834";"4";"2018-09-04 16:09:00"
"835";"4";"2018-09-04 17:09:00"
"836";"4";"2018-09-04 17:09:00"
"837";"4";"2018-09-04 17:09:00"
"838";"4";"2018-09-04 17:09:00"
"839";"4";"2018-09-04 17:09:00"
"840";"4";"2018-09-04 17:09:00"
"841";"4";"2018-09-04 18:09:00"
"842";"4";"2018-09-04 18:09:00"
"843";"4";"2018-09-04 18:09:00"
"844";"4";"2018-09-04 18:09:00"
"845";"4";"2018-09-04 18:09:00"
"846";"4";"2018-09-04 18:09:00"
"847";"4";"2018-09-04 18:09:00"
"848";"4";"2018-09-04 18:09:00"
"849";"4";"2018-09-04 18:09:00"
"850";"4";"2018-09-04 18:09:00"
"851";"4";"2018-09-04 18:09:00"
"852";"4";"2018-09-04 18:09:00"
"853";"4";"2018-09-04 18:09:00"
"854";"4";"2018-09-04 18:09:00"
"855";"4";"2018-09-04 18:09:00"
"856";"4";"2018-09-04 18:09:00"
"857";"4";"2018-09-04 18:09:00"
"858";"4";"2018-09-04 18:09:00"
"859";"4";"2018-09-04 18:09:00"
"860";"3";"2018-09-05 11:09:00"
"861";"3";"2018-09-05 11:09:00"
"862";"3";"2018-09-05 11:09:00"
"863";"3";"2018-09-05 11:09:00"
"864";"3";"2018-09-05 13:09:00"
"865";"3";"2018-09-05 13:09:00"
"866";"4";"2018-09-05 13:09:00"
"867";"4";"2018-09-05 13:09:00"
"868";"4";"2018-09-05 13:09:00"
"869";"4";"2018-09-05 13:09:00"
"870";"4";"2018-09-05 13:09:00"
"871";"4";"2018-09-05 13:09:00"
"872";"4";"2018-09-05 13:09:00"
"873";"4";"2018-09-05 13:09:00"
"874";"4";"2018-09-05 13:09:00"
"875";"4";"2018-09-05 13:09:00"
"876";"4";"2018-09-05 13:09:00"
"877";"4";"2018-09-05 13:09:00"
"878";"4";"2018-09-05 13:09:00"
"879";"4";"2018-09-05 13:09:00"
"880";"4";"2018-09-05 13:09:00"
"881";"4";"2018-09-05 13:09:00"
"882";"4";"2018-09-05 13:09:00"
"883";"4";"2018-09-05 14:09:00"
"884";"4";"2018-09-05 14:09:00"
"885";"4";"2018-09-05 14:09:00"
"886";"4";"2018-09-05 14:09:00"
"887";"4";"2018-09-05 14:09:00"
"888";"4";"2018-09-05 14:09:00"
"889";"4";"2018-09-05 14:09:00"
"890";"4";"2018-09-05 14:09:00"
"891";"4";"2018-09-05 14:09:00"
"892";"4";"2018-09-05 14:09:00"
"893";"4";"2018-09-05 14:09:00"
"894";"4";"2018-09-05 14:09:00"
"895";"4";"2018-09-05 14:09:00"
"896";"4";"2018-09-05 14:09:00"
"897";"4";"2018-09-05 14:09:00"
"898";"4";"2018-09-05 14:09:00"
"899";"4";"2018-09-05 14:09:00"
"900";"4";"2018-09-05 14:09:00"
"901";"4";"2018-09-05 14:09:00"
"902";"4";"2018-09-05 14:09:00"
"903";"4";"2018-09-05 14:09:00"
"904";"4";"2018-09-05 14:09:00"
"905";"4";"2018-09-05 15:09:00"
"906";"4";"2018-09-05 15:09:00"
"907";"4";"2018-09-05 15:09:00"
"908";"4";"2018-09-05 15:09:00"
"909";"4";"2018-09-05 15:09:00"
"910";"4";"2018-09-05 15:09:00"
"911";"3";"2018-09-05 15:09:00"
"912";"3";"2018-09-05 15:09:00"
"913";"3";"2018-09-05 15:09:00"
"914";"3";"2018-09-05 15:09:00"
"915";"3";"2018-09-05 15:09:00"
"916";"3";"2018-09-05 15:09:00"
"917";"3";"2018-09-05 15:09:00"
"918";"3";"2018-09-05 15:09:00"
"919";"3";"2018-09-05 15:09:00"
"920";"3";"2018-09-05 15:09:00"
"921";"3";"2018-09-05 17:09:00"
"922";"3";"2018-09-05 17:09:00"
"923";"3";"2018-09-05 17:09:00"
"924";"3";"2018-09-05 17:09:00"
"925";"3";"2018-09-05 17:09:00"
"926";"3";"2018-09-05 17:09:00"
"927";"3";"2018-09-05 17:09:00"
"928";"3";"2018-09-05 17:09:00"
"929";"3";"2018-09-05 18:09:00"
"930";"3";"2018-09-05 18:09:00"
"931";"3";"2018-09-05 18:09:00"
"932";"3";"2018-09-05 18:09:00"
"933";"3";"2018-09-05 18:09:00"
"934";"3";"2018-09-05 18:09:00"
"935";"3";"2018-09-05 18:09:00"
"936";"3";"2018-09-05 18:09:00"
"937";"3";"2018-09-06 13:09:00"
"938";"3";"2018-09-06 13:09:00"
"939";"3";"2018-09-06 13:09:00"
"940";"3";"2018-09-06 13:09:00"
"941";"3";"2018-09-06 13:09:00"
"942";"3";"2018-09-06 13:09:00"
"943";"3";"2018-09-06 13:09:00"
"944";"3";"2018-09-06 13:09:00"
"945";"3";"2018-09-06 13:09:00"
"946";"3";"2018-09-06 13:09:00"
"947";"3";"2018-09-06 13:09:00"
"948";"3";"2018-09-06 13:09:00"
"949";"3";"2018-09-06 13:09:00"
"950";"4";"2018-09-06 16:09:00"
"951";"4";"2018-09-06 16:09:00"
"952";"4";"2018-09-06 16:09:00"
"953";"4";"2018-09-06 16:09:00"
"954";"4";"2018-09-06 16:09:00"
"955";"4";"2018-09-06 16:09:00"
"956";"4";"2018-09-06 16:09:00"
"957";"4";"2018-09-06 18:09:00"
"958";"4";"2018-09-06 18:09:00"
"959";"4";"2018-09-06 18:09:00"
"960";"3";"2018-09-06 18:09:00"
"961";"3";"2018-09-06 18:09:00"
"962";"4";"2018-09-08 09:09:00"
"963";"4";"2018-09-08 09:09:00"
"964";"4";"2018-09-08 09:09:00"
"965";"4";"2018-09-08 09:09:00"
"966";"4";"2018-09-08 09:09:00"
"967";"4";"2018-09-08 09:09:00"
"968";"4";"2018-09-08 09:09:00"
"969";"4";"2018-09-08 09:09:00"
"970";"4";"2018-09-08 09:09:00"
"971";"4";"2018-09-08 09:09:00"
"972";"4";"2018-09-08 09:09:00"
"973";"4";"2018-09-08 09:09:00"
"974";"4";"2018-09-08 09:09:00"
"975";"4";"2018-09-08 09:09:00"
"976";"4";"2018-09-08 09:09:00"
"977";"4";"2018-09-08 09:09:00"
"978";"4";"2018-09-08 09:09:00"
"979";"4";"2018-09-08 09:09:00"
"980";"4";"2018-09-08 10:09:00"
"981";"4";"2018-09-08 10:09:00"
"982";"4";"2018-09-08 10:09:00"
"983";"4";"2018-09-08 10:09:00"
"984";"4";"2018-09-08 10:09:00"
"985";"4";"2018-09-08 10:09:00"
"986";"4";"2018-09-08 10:09:00"
"987";"4";"2018-09-08 10:09:00"
"988";"4";"2018-09-08 10:09:00"
"989";"4";"2018-09-08 10:09:00"
"990";"4";"2018-09-08 10:09:00"
"991";"4";"2018-09-08 10:09:00"
"992";"3";"2018-09-08 10:09:00"
"993";"3";"2018-09-08 10:09:00"
"994";"3";"2018-09-08 10:09:00"
"995";"4";"2018-09-08 10:09:00"
"996";"4";"2018-09-08 10:09:00"
"997";"4";"2018-09-08 10:09:00"
"998";"4";"2018-09-08 10:09:00"
"999";"4";"2018-09-08 10:09:00"
"1000";"4";"2018-09-08 10:09:00"
"1001";"4";"2018-09-08 10:09:00"
"1002";"4";"2018-09-08 10:09:00"
"1003";"4";"2018-09-08 10:09:00"
"1004";"4";"2018-09-08 10:09:00"
"1005";"4";"2018-09-08 10:09:00"
"1006";"4";"2018-09-08 11:09:00"
"1007";"4";"2018-09-08 11:09:00"
"1008";"4";"2018-09-08 11:09:00"
"1009";"4";"2018-09-08 11:09:00"
"1010";"4";"2018-09-08 11:09:00"
"1011";"4";"2018-09-08 11:09:00"
"1012";"4";"2018-09-08 11:09:00"
"1013";"4";"2018-09-08 11:09:00"
"1014";"4";"2018-09-08 11:09:00"
"1015";"4";"2018-09-08 11:09:00"
"1016";"4";"2018-09-08 11:09:00"
"1017";"4";"2018-09-08 11:09:00"
"1018";"4";"2018-09-08 11:09:00"
"1019";"4";"2018-09-08 11:09:00"
"1020";"4";"2018-09-08 11:09:00"
"1021";"4";"2018-09-08 11:09:00"
"1022";"4";"2018-09-08 11:09:00"
"1023";"4";"2018-09-08 11:09:00"
"1024";"4";"2018-09-08 11:09:00"
"1025";"4";"2018-09-08 11:09:00"
"1026";"4";"2018-09-08 11:09:00"
"1027";"4";"2018-09-08 11:09:00"
"1028";"4";"2018-09-08 11:09:00"
"1029";"4";"2018-09-08 11:09:00"
"1030";"4";"2018-09-08 11:09:00"
"1031";"4";"2018-09-08 11:09:00"
"1032";"4";"2018-09-08 11:09:00"
"1033";"4";"2018-09-08 11:09:00"
"1034";"4";"2018-09-08 11:09:00"
"1035";"4";"2018-09-08 11:09:00"
"1036";"4";"2018-09-08 11:09:00"
"1037";"4";"2018-09-08 11:09:00"
"1038";"4";"2018-09-08 11:09:00"
"1039";"4";"2018-09-08 11:09:00"
"1040";"4";"2018-09-08 11:09:00"
"1041";"4";"2018-09-08 11:09:00"
"1042";"4";"2018-09-08 11:09:00"
"1043";"4";"2018-09-08 11:09:00"
"1044";"4";"2018-09-08 11:09:00"
"1045";"4";"2018-09-08 12:09:00"
"1046";"4";"2018-09-08 12:09:00"
"1047";"4";"2018-09-08 12:09:00"
"1048";"4";"2018-09-08 12:09:00"
"1049";"4";"2018-09-08 12:09:00"
"1050";"4";"2018-09-08 12:09:00"
"1051";"4";"2018-09-08 12:09:00"
"1052";"4";"2018-09-08 13:09:00"
"1053";"4";"2018-09-08 13:09:00"
"1054";"4";"2018-09-08 13:09:00"
"1055";"4";"2018-09-08 13:09:00"
"1056";"4";"2018-09-08 13:09:00"
"1057";"4";"2018-09-08 13:09:00"
"1058";"4";"2018-09-08 13:09:00"
"1059";"4";"2018-09-08 13:09:00"
"1060";"4";"2018-09-08 13:09:00"
"1061";"4";"2018-09-08 13:09:00"
"1062";"4";"2018-09-08 13:09:00"
"1063";"4";"2018-09-08 13:09:00"
"1064";"4";"2018-09-08 13:09:00"
"1065";"4";"2018-09-08 13:09:00"
"1066";"4";"2018-09-08 13:09:00"
"1067";"4";"2018-09-08 13:09:00"
"1068";"4";"2018-09-08 13:09:00"
"1069";"4";"2018-09-08 13:09:00"
"1070";"4";"2018-09-08 13:09:00"
"1071";"4";"2018-09-08 13:09:00"
"1072";"4";"2018-09-08 13:09:00"
"1073";"3";"2018-09-08 14:09:00"
