"idpedido";"titulo";"vencimento";"tipo_pagamento";"data_compra";"pagamento";"valorbruto";"valorliquid";"saldo";"parcela";"idclientes";"idcolaborador"
"210";"EEC9038";"2018-04-20";"DEB";"2018-04-20";"2018-04-20";"119.8";"119.8";"0";"0";"401";"3"
"211";"11D2B8C";"2018-04-20";"DIN";"2018-04-20";"2018-04-20";"284.6";"284.6";"0";"0";"402";"3"
"212";"6AC1754";"2018-04-20";"DIN";"2018-04-20";"2018-04-20";"49.9";"49.9";"0";"0";"394";"3"
"215";"389F4AB";"2018-04-20";"CRD";"2018-04-20";"0000-00-00";"269.7";"269.7";"0";"1";"274";"3"
"216";"32AAF59";"2018-04-21";"CRD";"2018-04-21";"0000-00-00";"747.3";"747.3";"526.3";"1";"234";"3"
"217";"8A83C53";"2018-04-21";"DIN";"2018-04-21";"2018-04-21";"119.8";"119.8";"0";"0";"394";"3"
"218";"1E52297";"2018-04-21";"CRD";"2018-04-21";"0000-00-00";"79.9";"79.9";"-342.1";"1";"102";"3"
"220";"BC999B5";"2018-04-21";"CRD";"2018-04-21";"0000-00-00";"0";"0";"0";"1";"0";"3"
"221";"9AA7081";"2018-04-21";"DIN";"2018-04-21";"2018-04-21";"30";"30";"0";"0";"403";"3"
"222";"9AA7081";"2018-04-21";"CRE";"2018-04-21";"0000-00-00";"59.9";"29.9";"0";"1";"403";"3"
"225";"684974F";"2018-04-21";"CRD";"2018-04-21";"0000-00-00";"65.9";"55.9";"0";"1";"291";"3"
"226";"1474935";"2018-04-21";"DIN";"2018-04-21";"2018-04-21";"122.9";"122.9";"0";"0";"397";"3"
"227";"B2A2829";"2018-04-21";"DIN";"2018-04-21";"2018-04-21";"139.8";"129.8";"0";"0";"404";"3"
"230";"8669AEE";"2018-04-21";"CRE";"2018-04-21";"0000-00-00";"69.9";"69.9";"0";"1";"405";"3"
"232";"7484011";"2018-04-21";"CRD";"2018-04-21";"0000-00-00";"189.6";"189.6";"0";"1";"127";"3"
"235";"004056F";"2018-04-21";"DIN";"2018-04-21";"2018-04-21";"21.9";"21.9";"0";"0";"394";"3"
"238";"C0B302F";"2018-04-21";"CRD";"2018-04-21";"0000-00-00";"139.8";"139.8";"0";"1";"113";"3"
"240";"948DDDA";"2018-04-24";"CRD";"2018-04-24";"0000-00-00";"484.2";"484.2";"0";"1";"320";"3"
"241";"4C84F92";"2018-04-24";"CRD";"2018-04-24";"0000-00-00";"212.8";"212.8";"0";"1";"49";"3"
"242";"A135AEB";"2018-04-24";"CRD";"2018-04-24";"0000-00-00";"172.8";"172.8";"0";"1";"124";"4"
"243";"0C9D058";"2018-04-24";"CRD";"2018-04-24";"0000-00-00";"569";"569";"0";"1";"125";"3"
"244";"6FDF74A";"2018-04-24";"CRD";"2018-04-24";"0000-00-00";"0";"0";"0";"1";"0";"3"
"245";"78BE7C9";"2018-04-24";"CRD";"2018-04-24";"0000-00-00";"89.9";"89.9";"0";"1";"5";"3"
"247";"0C45F13";"2018-04-27";"CRD";"2018-04-27";"0000-00-00";"149.8";"149.8";"0";"1";"8";"3"
"248";"4300064";"2018-04-28";"CRD";"2018-04-28";"0000-00-00";"199.9";"199.9";"0";"1";"245";"4"
"249";"552A7F8";"2018-04-28";"DEB";"2018-04-28";"2018-04-28";"219.7";"219.7";"0";"0";"394";"4"
"250";"06D6144";"2018-04-28";"CRD";"2018-04-28";"0000-00-00";"65.8";"65.8";"0";"1";"316";"3"
"251";"0A48B5B";"2018-04-28";"DIN";"2018-04-28";"2018-04-28";"39.9";"39.9";"0";"0";"192";"3"
"252";"F389935";"2018-04-28";"DIN";"2018-04-28";"2018-04-28";"99.8";"99.8";"0";"0";"394";"4"
"253";"52886DB";"2018-04-28";"CRD";"2018-04-28";"0000-00-00";"462.2";"462.2";"0";"1";"407";"4"
"254";"3D05DB2";"2018-04-28";"CRD";"2018-04-28";"0000-00-00";"219.6";"40.6";"0";"1";"320";"4"
"255";"E7171E0";"2018-04-28";"CRD";"2018-04-28";"0000-00-00";"49.9";"49.9";"0";"1";"86";"4"
"256";"F36AA25";"2018-05-02";"DEB";"2018-05-02";"2018-05-02";"329.5";"329.5";"0";"0";"394";"3"
"257";"697E9D1";"2018-05-02";"CRD";"2018-05-02";"0000-00-00";"23.9";"23.9";"0";"1";"23";"3"
"258";"CE61E72";"2018-05-02";"DIN";"2018-05-02";"2018-05-02";"69.9";"69.9";"0";"0";"394";"3"
"260";"4C7E55C";"2018-05-02";"DIN";"2018-05-02";"2018-05-02";"12.9";"12.9";"0";"0";"84";"3"
"261";"4C7E55C";"2018-05-02";"CRD";"2018-05-02";"0000-00-00";"81.9";"69";"0";"1";"84";"3"
"262";"4C8D8CA";"2018-05-02";"CRD";"2018-05-02";"0000-00-00";"299.6";"299.6";"0";"1";"165";"3"
"263";"E93BEB6";"2018-05-03";"CRD";"2018-05-03";"0000-00-00";"446";"400";"400";"1";"162";"3"
"264";"E463DD8";"2018-05-03";"DEB";"2018-05-03";"2018-05-03";"19.9";"19.9";"0";"0";"394";"3"
"265";"CF9936E";"2018-05-04";"CRD";"2018-05-04";"0000-00-00";"598.5";"598.5";"0";"1";"165";"3"
"266";"1643B0C";"2018-05-04";"DEB";"2018-05-04";"2018-05-04";"79.8";"79.8";"0";"0";"394";"3"
"267";"89E5318";"2018-05-04";"CRD";"2018-05-04";"0000-00-00";"99.8";"99.8";"0";"1";"130";"4"
"268";"FBBA4E9";"2018-05-05";"CRD";"2018-05-05";"0000-00-00";"39.9";"39.9";"0";"1";"205";"4"
"269";"A7DE236";"2018-05-05";"DIN";"2018-05-05";"2018-05-05";"79.8";"79.8";"0";"0";"409";"4"
"270";"52FCAE4";"2018-05-08";"DIN";"2018-05-08";"2018-05-08";"19.9";"19.9";"0";"0";"410";"4"
"271";"B926408";"2018-06-08";"DEB";"2018-05-08";"0000-00-00";"143.8";"132.8";"-11";"0";"411";"4"
"272";"0CE67AA";"2018-05-10";"CRD";"2018-05-10";"0000-00-00";"349.7";"349.7";"0";"1";"341";"4"
"273";"1732024";"2018-05-10";"CRD";"2018-05-10";"0000-00-00";"179.7";"179.7";"0";"1";"412";"4"
"274";"2BDC221";"2018-05-10";"CRD";"2018-05-10";"0000-00-00";"234.7";"234.7";"0";"1";"346";"4"
"275";"C897DD8";"2018-05-10";"CRD";"2018-05-10";"0000-00-00";"0";"0";"0";"1";"0";"4"
"276";"7EE321E";"2018-05-15";"CRE";"2018-05-15";"0000-00-00";"423";"405";"114.1";"1";"111";"4"
"277";"49B1CB7";"2018-05-15";"CRD";"2018-05-15";"0000-00-00";"245.8";"245.8";"2.8";"1";"225";"3"
"278";"F210D83";"2018-05-15";"CRD";"2018-05-15";"0000-00-00";"0";"0";"0";"1";"0";"3"
"279";"F12AF0A";"2018-05-15";"CRD";"2018-05-15";"0000-00-00";"0";"0";"0";"1";"0";"3"
"280";"C8D37AC";"2018-05-15";"DIN";"2018-05-15";"2018-05-15";"23.9";"23.9";"0";"0";"413";"4"
"281";"E5B22B0";"2018-05-16";"CRD";"2018-05-16";"0000-00-00";"124.7";"124.7";"0";"1";"345";"4"
"282";"A73F528";"2018-05-16";"CRD";"2018-05-16";"0000-00-00";"19.9";"19.9";"0";"1";"345";"4"
"283";"CEEC5BF";"2018-05-16";"CRD";"2018-05-16";"0000-00-00";"81.9";"81.9";"0";"1";"345";"4"
"284";"06A08B6";"2018-05-17";"CRD";"2018-05-17";"0000-00-00";"229.6";"229.6";"0";"1";"345";"3"
"285";"26B2D10";"2018-05-17";"DEB";"2018-05-17";"2018-05-17";"69.9";"69.9";"0";"0";"414";"4"
"287";"883B824";"2018-05-18";"CRD";"2018-05-18";"0000-00-00";"154.8";"154.8";"0";"1";"349";"4"
"288";"6B56330";"2018-05-18";"CRD";"2018-05-18";"0000-00-00";"339.5";"339.5";"210.1";"1";"274";"4"
"289";"28EAAFF";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"69.9";"69.9";"0";"1";"242";"4"
"290";"E0DEEE5";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"390.4";"390.4";"0";"1";"415";"4"
"293";"D4ED638";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"399.3";"399.3";"0";"1";"416";"3"
"294";"ADED3BE";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"49.9";"49.9";"0";"1";"113";"4"
"295";"509153D";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"109.9";"109.9";"0";"1";"87";"3"
"296";"571835C";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"314.6";"314.6";"0";"1";"378";"3"
"297";"3E05266";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"314.5";"314.5";"0";"1";"417";"3"
"298";"43E484D";"2018-05-19";"DIN";"2018-05-19";"2018-05-19";"69.9";"69.9";"0";"0";"394";"3"
"299";"DFFA97E";"2018-05-19";"CRD";"2018-05-19";"0000-00-00";"325.5";"309.6";"309.6";"1";"234";"3"
"300";"C2DC44B";"2018-05-21";"CRD";"2018-05-21";"0000-00-00";"49.9";"49.9";"0";"1";"23";"3"
"301";"BBCA74A";"2018-05-21";"CRD";"2018-05-21";"0000-00-00";"718";"718";"718";"1";"274";"3"
"302";"70F5E4D";"2018-05-22";"DIN";"2018-05-22";"2018-05-22";"79.9";"79.9";"0";"0";"394";"3"
"303";"9AF78B1";"2018-05-22";"DIN";"2018-05-22";"2018-05-22";"842.9";"842.9";"0";"0";"37";"3"
"304";"9AF78B1";"2018-05-22";"CRE";"2018-05-22";"0000-00-00";"842.9";"0";"0";"1";"37";"3"
"305";"AA19790";"2018-05-22";"DEB";"2018-05-22";"2018-05-22";"119.6";"119.6";"0";"0";"394";"3"
"307";"BB09ECC";"2018-05-22";"CRD";"2018-05-22";"0000-00-00";"81.8";"81.8";"81.8";"1";"111";"4"
"308";"3D40656";"2018-05-22";"CRD";"2018-05-22";"0000-00-00";"159.8";"159.8";"0";"1";"418";"3"
"309";"2C160D7";"2018-05-22";"CRD";"2018-05-22";"0000-00-00";"89.9";"89.9";"0";"1";"281";"3"
"311";"7F7F387";"2018-05-23";"DEB";"2018-05-23";"2018-05-23";"212.8";"139.8";"0";"0";"62";"3"
"312";"7B6C61E";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"119.9";"119.9";"0";"1";"396";"3"
"313";"93AD5AA";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"0";"0";"0";"1";"0";"3"
"314";"B2B2A4C";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"184.7";"184.7";"0";"1";"419";"3"
"315";"646BCBC";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"89.9";"89.9";"0";"1";"285";"3"
"316";"DE61A56";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"229.7";"229.7";"115.8";"1";"256";"4"
"317";"6CF0E25";"2018-05-23";"DIN";"2018-05-23";"2018-05-23";"79.9";"70";"0";"0";"420";"4"
"318";"1D1EE14";"2018-05-23";"DIN";"2018-05-23";"2018-05-23";"69.9";"69.9";"0";"0";"394";"3"
"319";"9CD27CA";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"89.9";"89.9";"0";"1";"378";"3"
"320";"359A5CB";"2018-05-23";"DIN";"2018-05-23";"2018-05-23";"29.9";"29.9";"0";"0";"394";"3"
"321";"359A5CB";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"29.9";"0";"0";"1";"394";"3"
"322";"5C82454";"2018-05-23";"CRD";"2018-05-23";"0000-00-00";"84.9";"84.9";"0";"1";"316";"3"
"323";"24D31CC";"2018-05-24";"CRD";"2018-05-24";"0000-00-00";"89.7";"89.7";"0";"1";"165";"3"
"324";"0D381C5";"2018-05-24";"DIN";"2018-05-24";"2018-05-24";"159.6";"159.6";"0";"0";"421";"4"
"325";"7CD7023";"2018-05-24";"CRD";"2018-05-24";"0000-00-00";"99.8";"99.8";"-50.2";"1";"260";"4"
"326";"5E349D5";"2018-05-24";"CRD";"2018-05-24";"0000-00-00";"393.1";"393.1";"0";"1";"96";"4"
"327";"0E639CA";"2018-05-24";"DIN";"2018-05-24";"2018-05-24";"59.9";"59.9";"0";"0";"422";"3"
"328";"0E639CA";"2018-05-24";"CRD";"2018-05-24";"0000-00-00";"59.9";"0";"0";"1";"422";"3"
"329";"93294FB";"2018-05-26";"DIN";"2018-05-26";"2018-05-26";"59.8";"59.8";"0";"0";"408";"4"
"330";"433F1AB";"2018-05-26";"CRD";"2018-05-26";"0000-00-00";"292.7";"292.7";"0";"1";"102";"4"
"331";"86B8F73";"2018-05-26";"CRD";"2018-05-26";"0000-00-00";"49.9";"49.9";"0";"1";"102";"4"
"332";"9F4614B";"2018-05-26";"DIN";"2018-05-26";"2018-05-26";"69.9";"69.9";"0";"0";"423";"4"
"333";"9F4614B";"2018-05-26";"CRE";"2018-05-26";"0000-00-00";"69.9";"0";"0";"1";"423";"4"
"334";"F8B7AB4";"2018-05-29";"CRD";"2018-05-29";"0000-00-00";"139.8";"139.8";"0";"1";"366";"4"
"335";"A786213";"2018-05-29";"DIN";"2018-05-29";"2018-05-29";"310";"310";"0";"0";"131";"4"
"336";"A786213";"2018-05-29";"CRE";"2018-05-29";"0000-00-00";"359.6";"0";"0";"1";"131";"4"
"337";"2402EA8";"2018-05-29";"DIN";"2018-05-29";"2018-05-29";"26.9";"26.9";"0";"0";"394";"4"
"338";"5C0E720";"2018-05-29";"CRD";"2018-05-29";"0000-00-00";"259.6";"259.6";"0";"1";"159";"4"
"339";"AA30F2C";"2018-05-30";"DEB";"2018-05-30";"2018-05-30";"748.1";"500";"0";"0";"146";"3"
"340";"D644F71";"2018-07-02";"DIN";"2018-06-01";"0000-00-00";"32.9";"32.9";"0";"0";"96";"4"
"341";"6C0B634";"2018-06-02";"CRD";"2018-06-02";"0000-00-00";"292.7";"292.7";"0";"1";"314";"4"
"342";"C5E682D";"2018-06-05";"CRD";"2018-06-05";"0000-00-00";"26.9";"26.9";"0";"1";"106";"4"
"343";"422F2B9";"2018-06-05";"CRD";"2018-06-05";"0000-00-00";"475.5";"475.5";"0";"1";"106";"3"
"344";"93D1181";"2018-06-07";"DEB";"2018-06-07";"2018-06-07";"89.8";"89.8";"0";"0";"394";"4"
"345";"807A5A3";"2018-06-07";"CRD";"2018-06-07";"0000-00-00";"164.8";"164.8";"0";"1";"124";"4"
"346";"9B1D987";"2018-06-07";"CRD";"2018-06-07";"0000-00-00";"59.9";"59.9";"59.9";"1";"187";"4"
"347";"A0BB34A";"2018-06-07";"DEB";"2018-06-07";"2018-06-07";"95.8";"95.8";"0";"0";"408";"4"
"348";"6FB92EF";"2018-06-08";"CRE";"2018-06-08";"0000-00-00";"79.9";"79.9";"0";"1";"272";"4"
"349";"35570C4";"2018-06-08";"DIN";"2018-06-08";"2018-06-08";"249.7";"224.7";"0";"0";"395";"4"
"350";"5633EBF";"2018-06-08";"DIN";"2018-06-08";"2018-06-08";"89.9";"89.9";"0";"0";"395";"4"
"351";"BD1D4D0";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"50";"50";"0";"0";"114";"4"
"352";"BD1D4D0";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"239.6";"149.6";"0";"1";"114";"4"
"353";"8463870";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"174.8";"119.8";"0";"1";"298";"4"
"354";"6013556";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"728.3";"469.3";"0";"1";"133";"4"
"355";"399F747";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"129.9";"89.9";"0";"1";"8";"4"
"356";"A7CFB73";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"212.8";"139.8";"34.3";"1";"102";"4"
"357";"3DDC363";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"99.8";"99.8";"0";"1";"113";"4"
"358";"AD4C367";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"302.5";"229.5";"94.8";"1";"106";"4"
"359";"0DE8F6E";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"122.9";"89.9";"0";"1";"205";"3"
"360";"B124E87";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"0";"-33";"-33";"1";"0";"3"
"361";"C0901F8";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"232.8";"179.8";"0";"1";"166";"3"
"362";"FD0E464";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"212.8";"139.8";"0";"1";"147";"3"
"363";"912279C";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"212.8";"139.8";"139.8";"1";"181";"3"
"364";"0546E73";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"724.7";"600";"209.4";"1";"305";"3"
"365";"D0E542A";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"244.7";"159.7";"0";"1";"291";"3"
"366";"40884AF";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"149.7";"149.7";"0";"0";"424";"3"
"367";"40884AF";"2018-06-09";"CRE";"2018-06-09";"0000-00-00";"231.7";"0";"0";"1";"424";"3"
"368";"CDD5199";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"81.9";"49.9";"0";"0";"425";"3"
"369";"FCE9B10";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"179.8";"149.8";"0";"1";"285";"3"
"371";"5F5C2BB";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"254.7";"159.7";"0";"1";"191";"3"
"372";"EBC56FF";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"39.9";"39.9";"0";"0";"394";"3"
"373";"FBDD827";"2018-06-09";"DEB";"2018-06-09";"2018-06-09";"49.9";"49.9";"0";"0";"394";"3"
"374";"E9E4698";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"164.8";"109.8";"0";"1";"133";"3"
"375";"5019BD6";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"164.8";"109.8";"0";"1";"165";"3"
"376";"8C5FE14";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"199.8";"139.8";"0";"1";"201";"3"
"377";"FF08D52";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"209.6";"209.6";"0";"0";"427";"4"
"378";"FF08D52";"2018-06-09";"CRE";"2018-06-09";"0000-00-00";"294.6";"0";"0";"1";"427";"4"
"380";"A32B01C";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"412.6";"279.6";"0";"1";"165";"3"
"381";"2266E20";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"84.9";"59.9";"0";"1";"386";"3"
"382";"306A8AD";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"164.8";"109.8";"0";"1";"354";"3"
"383";"F62B1E1";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"251.7";"159.7";"0";"1";"23";"3"
"384";"7739C78";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"906.1";"609.1";"609.1";"1";"6";"3"
"385";"7B84AE4";"2018-06-10";"DEB";"2018-06-10";"2018-06-10";"79.9";"79.9";"0";"0";"394";"3"
"386";"69994E2";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"377.6";"249.6";"0";"1";"429";"3"
"387";"0FF1251";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"645.4";"439.4";"398.4";"1";"170";"3"
"388";"E527C1C";"2018-06-10";"DEB";"2018-06-10";"2018-06-10";"169.8";"99.8";"0";"0";"430";"3"
"389";"F76E793";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"245.8";"179.8";"0";"1";"260";"3"
"390";"9EAA179";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"354.6";"209.6";"0";"1";"296";"3"
"391";"D6D0E90";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"91.9";"59.9";"59.9";"1";"187";"3"
"392";"130B379";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"531.5";"329.5";"329.5";"1";"337";"3"
"393";"43EB47F";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"251.7";"159.7";"0";"1";"49";"3"
"394";"6AD9337";"2018-06-11";"CRD";"2018-06-11";"0000-00-00";"379.7";"379.7";"0";"1";"431";"3"
"395";"5BAF963";"2018-06-11";"CRD";"2018-06-11";"0000-00-00";"212.6";"185.6";"0";"1";"92";"3"
"396";"30935C9";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"223.8";"139.8";"89.8";"1";"432";"4"
"397";"8B831EC";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"255.8";"179.8";"179.8";"1";"433";"4"
"398";"368B23B";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"275.7";"149.7";"99.7";"1";"434";"4"
"399";"9110A77";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"59.9";"50";"0";"1";"177";"4"
"400";"E44C42B";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"199.9";"199.9";"130";"1";"49";"4"
"401";"C8D5592";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"199.9";"199.9";"0";"1";"124";"4"
"402";"34F3EE2";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"189.9";"189.9";"139.9";"1";"99";"3"
"403";"A9F24E1";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"635.5";"609.5";"447.7";"1";"393";"3"
"404";"8784850";"2018-06-13";"DEB";"2018-06-13";"2018-06-13";"23.9";"23.9";"0";"0";"435";"4"
"405";"A576940";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"159.9";"159.9";"99.9";"1";"178";"3"
"406";"0F3A7E2";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"199.9";"199.9";"138.9";"1";"183";"3"
"407";"9A9D7DA";"2018-06-14";"DEB";"2018-06-14";"2018-06-14";"199.9";"199.9";"0";"0";"133";"3"
"409";"9B07614";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"159.8";"109.8";"98.6";"1";"105";"3"
"410";"AF72F6F";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"199.9";"199.9";"0";"1";"11";"3"
"411";"780E98F";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"399.8";"350";"150";"1";"321";"3"
"412";"84EDC5D";"2018-06-14";"DIN";"2018-06-14";"2018-06-14";"211.8";"139.8";"0";"0";"347";"3"
"413";"D159DA8";"2018-06-14";"DIN";"2018-06-14";"2018-06-14";"229.7";"229.7";"0";"0";"430";"3"
"414";"D159DA8";"2018-06-14";"CRE";"2018-06-14";"0000-00-00";"335.7";"0";"0";"1";"430";"3"
"415";"C5DAF20";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"84.9";"59.9";"59.9";"1";"111";"3"
"416";"E50193F";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"79.9";"49.9";"49.9";"1";"107";"3"
"417";"104E298";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"0";"-30";"-30";"1";"0";"3"
"418";"09212C7";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"191.8";"99.8";"0";"1";"336";"3"
